countryId,year,competitions,fastest_seconds,fastest_person
Malta,2024,1,8.4,Matteo Provasi
Malta,2025,1,NULL,NULL
Mauritius,2018,1,10.14,Philippe Virouleau
Mauritius,2019,1,10.32,Philippe Virouleau
Mauritius,2020,1,9.97,Milind Bhoyroo
Mauritius,2023,1,11.95,Krishna Sookun
Mauritius,2024,1,9.13,Guido Dipietro
Mexico,2010,3,10.44,Uriel Gayosso Ruiz
Mexico,2011,4,10.8,Uriel Gayosso Ruiz
Mexico,2012,3,9.78,Uriel Gayosso Ruiz
Mexico,2013,3,9.18,Uriel Gayosso Ruiz
Mexico,2014,6,8.05,Uriel Gayosso Ruiz
Mexico,2015,6,7.73,Gabriel Alejandro Orozco Casillas
Mexico,2016,12,6.42,Gabriel Alejandro Orozco Casillas
Mexico,2017,8,6.92,Jorge Leonardo S�nchez Salazar
Mexico,2018,12,6.35,Alan Chang
Mexico,2019,21,5.9,Uriel Gayosso Ruiz
Mexico,2020,3,6.02,Gabriel Alejandro Orozco Casillas
Mexico,2022,7,5.24,Gabriel Alejandro Orozco Casillas
Mexico,2023,32,4.94,Uriel Gayosso Ruiz
Mexico,2024,60,4.46,Gabriel Alejandro Orozco Casillas
Mexico,2025,54,4.12,Alan Chang
Moldova,2015,1,9.95,Artem Melikian (????? ???????)
Moldova,2016,2,9.39,Artem Melikian (????? ???????)
Moldova,2017,1,10.22,Ilya Tsiareshka
Moldova,2020,1,7.55,Ron van Bruchem
Mongolia,2013,1,11.13,Ron van Bruchem
Mongolia,2017,1,7.54,Chris Krueger
Mongolia,2018,3,6.7,Fangyuan Chang (???)
Mongolia,2019,6,4.84,Altanbagana Altangerel (?????????? ???????????)
Mongolia,2022,5,6.24,Altanbagana Altangerel (?????????? ???????????)
Mongolia,2023,6,5.01,Altanbagana Altangerel (?????????? ???????????)
Mongolia,2024,10,5.97,Altanbagana Altangerel (?????????? ???????????)
Mongolia,2025,13,5.8,Altanbagana Altangerel (?????????? ???????????)
Montenegro,2017,1,8.7,Oliv�r Perge
Montenegro,2019,2,6.65,Reto Bubendorf
Montenegro,2019,2,6.65,Reto Bubendorf
Montenegro,2019,2,6.65,Reto Bubendorf
Montenegro,2024,2,7.5,Ron van Bruchem
Montenegro,2025,2,7.35,Vladimir Kuznetsov
Morocco,2017,1,11.99,Ron van Bruchem
Morocco,2018,2,8,Philippe Virouleau
Morocco,2019,1,8.54,Ayoub El Atouany
Morocco,2023,1,6.43,Mohamed Elkhatri
Morocco,2024,1,6.58,Francisco Jos� Campos Rocamora
Morocco,2025,3,6.53,Pau Vela Garc�a
Nepal,2016,2,10.07,Leung Yu Ching (???)
Nepal,2017,2,6.99,Ming Zheng (??)
Nepal,2018,4,6.99,Akash Rupela
Nepal,2019,7,8.45,James Hamory
Nepal,2020,2,8.52,Akula Pavan Kumar
Nepal,2022,1,7.76,Sukant Koul
Nepal,2023,1,7.08,Krishal KC
Nepal,2024,1,6.47,Krishal KC
Nepal,2025,3,6.66,Akula Pavan Kumar
Netherlands,2010,3,7.56,Ron van Bruchem
Netherlands,2011,4,6.41,Guus Razoux Schultz
Netherlands,2012,6,6.27,Guus Razoux Schultz
Netherlands,2013,6,6.61,Guus Razoux Schultz
Netherlands,2014,4,6.23,Ron van Bruchem
Netherlands,2015,2,7.24,Ron van Bruchem
Netherlands,2016,7,6.41,Ron van Bruchem
Netherlands,2017,9,4.89,Ron van Bruchem
Netherlands,2018,10,5.24,Ron van Bruchem
Netherlands,2019,11,5.27,Ron van Bruchem
Netherlands,2020,4,5.7,Ron van Bruchem
Netherlands,2022,7,5.02,Ron van Bruchem
Netherlands,2023,11,4.13,Ron van Bruchem
Netherlands,2024,15,4.34,Ron van Bruchem
Netherlands,2025,15,4.17,Ron van Bruchem
New Zealand,2010,3,7.94,Hashim Ali
New Zealand,2011,3,9.18,Arnaud van Galen
New Zealand,2012,1,11.19,Cameron Hobbs
New Zealand,2013,1,11.69,Benjamin Brungar
New Zealand,2014,3,7.4,Dene Beardsley
New Zealand,2015,3,8.87,Chris Hardwick
New Zealand,2016,5,7.04,Tim Habermaas
New Zealand,2017,7,5.71,Joshua Brungar
New Zealand,2018,9,6.21,Joshua Brungar
New Zealand,2019,7,6.5,Istv�n Kocza
New Zealand,2020,4,4.16,Joshua Brungar
New Zealand,2021,9,5.19,Joshua Brungar
New Zealand,2022,16,5.01,Joshua Brungar
New Zealand,2023,16,5.03,Joshua Brungar
New Zealand,2024,33,4.58,Joshua Brungar
New Zealand,2025,35,4.76,Ming Zheng (??)
Nigeria,2019,1,10.96,Soufiane Lakhlifi
Nigeria,2022,2,9,Sadiq Ahmed
Nigeria,2023,2,7.62,Oluwatobiloba Benjamin Ajayi
Nigeria,2024,2,8.42,Ashraf Ahmed
North Macedonia,2018,1,7.42,Ron van Bruchem
North Macedonia,2019,2,6.83,Aleksandar Angelov
North Macedonia,2022,1,6.42,Konstantin Jaehne
North Macedonia,2023,1,6.87,Lir Ukaj
North Macedonia,2023,1,6.87,Lir Ukaj
Norway,2010,2,8.46,Eivind Fonn
Norway,2011,2,8.71,Eivind Fonn
Norway,2012,4,7.78,Eivind Fonn
Norway,2013,4,7.28,Istv�n Kocza
Norway,2014,5,6.5,Ron van Bruchem
Norway,2015,5,6.33,Vidar Norstein Klungre
Norway,2016,4,6.09,Istv�n Kocza
Norway,2017,6,5.62,Eivind Fonn
Norway,2018,9,6.09,Bence Bar�t
Norway,2019,10,5.54,Istv�n Kocza
Norway,2020,3,5.64,Ole Nikolai Gjerset
Norway,2021,3,5.38,Vidar Norstein Klungre
Norway,2022,13,4.53,Tim Reynolds
Norway,2023,27,3.97,Vidar Norstein Klungre
Norway,2024,28,3.66,Ron van Bruchem
Norway,2025,21,4.15,Vidar Norstein Klungre
Oman,2023,1,6.26,Ron van Bruchem
Pakistan,2018,1,9.7,Ilya Tsiareshka
Pakistan,2019,1,8.63,Abdullah Gulab
Pakistan,2024,1,5.43,Abdullah Gulab
Palestine,2019,1,9.72,Ilya Tsiareshka
Palestine,2022,1,7,Niko Ronkainen
Palestine,2023,2,7.24,Ron van Bruchem
Palestine,2025,3,6.4,Ahmad Abu Hussein
Panama,2017,2,10.34,Enrymar Cisneros
Panama,2018,1,9.59,Jos� Felipe Duarte Coronado
Panama,2019,2,7.53,Yi-Fan Wu (???)
Panama,2022,4,8.03,Joel Hern�ndez
Panama,2023,3,8.17,Evan Liu
Panama,2024,8,7.09,Javier Rangel
Panama,2025,7,5.98,Egdar Castillo
Paraguay,2016,1,11,Claudio Gonzalez
Paraguay,2017,4,8.79,Claudio Gonzalez
Paraguay,2018,5,9.11,Victor Ayala
Paraguay,2019,4,8.42,Ting Sheng Bao Yang
Paraguay,2021,1,9.41,Elias Miguel Acosta Acosta
Paraguay,2022,3,9.1,Victor Ayala
Paraguay,2023,7,6.13,Vladimir De la Torre
Paraguay,2024,8,5.37,Gabriel Cantanh�de Vieira
Paraguay,2025,4,6.09,Victor Ayala
Peru,2011,5,10.36,Tyson Mao (???)
Peru,2012,5,11.06,Eduardo Valdivia Chacon
Peru,2013,8,9.14,Jos� Garrido
Peru,2014,10,8.52,Arturo Casas Arenas
Peru,2015,12,6.1,Ron van Bruchem
Peru,2016,15,6.32,Leopoldo Andr�s Ibarra Fuentes
Peru,2017,26,5.39,Jeremy Fleischman
Peru,2018,24,5.52,Ting Sheng Bao Yang
Peru,2019,22,6.11,Ting Sheng Bao Yang
Peru,2020,4,6.83,Alexander Esquivel
Peru,2021,4,7.13,Arturo Antonio Flores Reyes
Peru,2022,14,4.65,Jesus Eduardo Leiva Ramos
Peru,2023,30,5.07,Ernesto Guti�rrez Cuba
Peru,2024,38,4.72,Jael Riggenbach
Peru,2025,25,4.71,Jesus Eduardo Leiva Ramos
Philippines,2010,4,9.88,Anders Larsson
Philippines,2011,7,8.4,James Benedict Ca�ares
Philippines,2012,4,7.53,James Benedict Ca�ares
Philippines,2013,8,7.09,Chia-Wei Lu (???)
Philippines,2014,9,7.61,Tatsuya Ookubo (?????)
Philippines,2015,16,7.29,James Benedict Ca�ares
Philippines,2016,28,7.11,James Benedict Ca�ares
Philippines,2017,32,5.96,James Benedict Ca�ares
Philippines,2018,31,5.12,James Benedict Ca�ares
Philippines,2019,24,4.98,Gina Uy
Philippines,2020,5,5.29,Mark Lester Rodriguez
Philippines,2022,10,4.77,John Paul Custodio
Philippines,2023,46,4.11,Rhodri Mativo
Philippines,2024,79,3.84,James Benedict Ca�ares
Philippines,2025,51,3.92,Carlo Nicolai Abana
Poland,2010,9,8,Ton Dennenbroek
Poland,2011,9,7.77,Ton Dennenbroek
Poland,2012,8,6.11,Ron van Bruchem
Poland,2013,17,6.16,Zbigniew Zborowski
Poland,2014,29,6.64,Krzysztof Boryczko
Poland,2015,19,6.36,Istv�n Kocza
Poland,2016,22,5.88,Istv�n Kocza
Poland,2017,25,5.77,Piotr K�zka
Poland,2018,38,4.59,Istv�n Kocza
Poland,2019,42,4.97,Alan Chang
Poland,2020,10,4.77,Grzegorz ?uczyna
Poland,2021,19,4.11,Grzegorz ?uczyna
Poland,2022,46,4.02,Grzegorz ?uczyna
Poland,2023,79,4.05,Ton Dennenbroek
Poland,2024,83,3.79,Grzegorz ?uczyna
Poland,2025,75,3.71,Piotr K�zka
Portugal,2014,2,8.02,Ron van Bruchem
Portugal,2015,1,10.57,Jes�s Masanet Garc�a
Portugal,2016,2,8.59,Oscar Roth Andersen
Portugal,2017,1,7.71,Filippo Brancaleoni
Portugal,2018,2,7.78,Istv�n Kocza
Portugal,2019,3,7.88,Ant�nio Dias
Portugal,2023,2,5.67,Marcos Ameijeiras Moreno
Portugal,2024,8,5.02,Vasco Vasconcelos
Portugal,2025,21,5.51,Vasco Vasconcelos
Romania,2010,2,10.56,Istv�n Kocza
Romania,2011,1,9.53,Mil�n Baticz
Romania,2012,4,8.06,Mil�n Baticz
Romania,2013,4,9.22,Endre Kov�cs
Romania,2014,5,8.46,Bence Bar�t
Romania,2015,3,8.63,Ron van Bruchem
Romania,2016,6,7.72,Bence Bar�t
Romania,2017,9,6.82,Oliv�r Perge
Romania,2018,13,6.37,Bence Bar�t
Romania,2019,16,5.66,Istv�n Kocza
Romania,2021,1,6.13,Martin Fronescu
Romania,2022,8,5.64,Vlad Bogdan Jianu
Romania,2023,22,4.62,D�niel Varga
Romania,2024,30,4.07,Matteo Provasi
Romania,2025,14,4.28,Matteo Provasi
Russia,2010,2,8.21,Erik Akkersdijk
Russia,2011,3,8.68,Cl�ment Gallet
Russia,2012,3,7.68,Anton Bedrichenko
Russia,2013,6,6.86,Mats Valk
Russia,2014,8,6.91,Victor Bogatov
Russia,2015,13,7,Victor Bogatov
Russia,2016,14,6.16,Anton Goryachikh
Russia,2017,29,6.21,Anton Goryachikh
Russia,2018,37,5.57,Mats Valk
Russia,2019,63,5.29,Anton Goryachikh
Russia,2020,13,6.05,Takuma Shirahase (?????)
Russia,2021,12,5.16,Sergey Ryabko
Russia,2022,2,5.81,Vasily Stasyev
Samoa,2025,1,NULL,NULL
San Marino,2016,1,8.65,Lorenzo Vigani Poli
San Marino,2017,1,8.83,Lorenzo Vigani Poli
San Marino,2018,1,7.68,Lorenzo Vigani Poli
San Marino,2019,1,7.78,Lorenzo Vigani Poli
San Marino,2023,1,5.55,Ron van Bruchem
San Marino,2024,1,5.57,Marcos Ameijeiras Moreno
Serbia,2012,1,10.15,Ron van Bruchem
Serbia,2013,1,8.03,Mil�n Baticz
Serbia,2015,1,8.46,Anders Larsson
Serbia,2016,1,7.56,Oliv�r Perge
Serbia,2018,1,7.53,Jernej Omulec
Serbia,2019,2,6.81,Istv�n Kocza
Serbia,2021,2,5.48,Pauline Bonnaudet
Serbia,2022,4,6.38,Bence Bar�t
Serbia,2023,4,5.05,Bence Bar�t
Serbia,2024,5,5.26,Matic Omulec
Serbia,2025,5,5.16,Nikola A?imovi?
Singapore,2010,1,10.96,Anders Larsson
Singapore,2011,1,8.83,Mohamad Azraei
Singapore,2012,1,8.22,Antoine Perdereau
Singapore,2013,2,8.44,Anders Larsson
Singapore,2014,1,7.46,Francis Wong Jia Yen
Singapore,2015,1,7.4,Anders Larsson
Singapore,2016,3,5.68,Ron van Bruchem
Singapore,2017,2,7.36,Nipat Charoenpholphant (??????? ?????????????)
Singapore,2018,1,6.36,Asia Konvittayayotin (?????? ???????????)
Singapore,2019,4,5.48,Zachary Jermaine Ray Alvar
Singapore,2022,8,5.14,David Ang
Singapore,2023,15,3.95,Chan Tak Chuen (???)
Singapore,2024,26,3.47,Chan Tak Chuen (???)
Singapore,2025,29,3.06,Chan Tak Chuen (???)
Slovakia,2014,2,8.27,Ron van Bruchem
Slovakia,2015,4,6.52,Anders Larsson
Slovakia,2016,3,7.24,Bal�zs Bern�t
Slovakia,2017,5,6.37,Oliv�r Perge
Slovakia,2018,4,5.33,Erik Akkersdijk
Slovakia,2019,3,7.02,Niki Placsk�
Slovakia,2022,2,5.3,Bence Bar�t
Slovakia,2023,8,5.78,Tam�s L�vei
Slovakia,2024,11,4.62,D�niel Varga
Slovakia,2025,9,3.95,Istv�n Kocza
Slovenia,2010,1,10.66,Ron van Bruchem
Slovenia,2012,1,9.69,Istv�n Kocza
Slovenia,2013,2,8.59,Anders Larsson
Slovenia,2014,2,7.83,Istv�n Kocza
Slovenia,2015,2,6.84,Oliv�r Perge
Slovenia,2016,2,6.79,Istv�n Kocza
Slovenia,2017,2,6.28,Oliv�r Perge
Slovenia,2018,3,6.47,Bence Bar�t
Slovenia,2019,4,6.68,Bence Bar�t
Slovenia,2022,2,5.55,Bence Bar�t
Slovenia,2023,5,5.44,Branko Kobal
Slovenia,2024,7,5.01,D�niel Varga
Slovenia,2025,5,4.9,D�niel Varga
South Africa,2014,3,5.91,Anders Larsson
South Africa,2015,9,9.36,Michael Abrahamson
South Africa,2016,5,7.54,Anthony Brooks
South Africa,2016,5,7.54,Anthony Brooks
South Africa,2017,5,8.09,Martin Mothe
South Africa,2018,4,6.39,Mats Valk
South Africa,2019,6,6.96,Samuel Klingstr�m
South Africa,2020,1,7.41,Luke Chadwick
South Africa,2021,1,7.15,Gawie Beukman
South Africa,2022,12,5.58,Evan Liu
South Africa,2023,13,4.87,Michael Abrahamson
South Africa,2024,22,5.06,Niko Ronkainen
South Africa,2025,20,4.86,Jam�an Groenewald
Spain,2010,7,8.38,Shotaro Makisumi (?????)
Spain,2011,6,8.58,Antonio Gallego Zambrano
Spain,2012,7,7.65,Antonio Gallego Zambrano
Spain,2013,14,7.43,Pedro Luis Mu�oz Ya�ez
Spain,2014,20,6.78,Ton Dennenbroek
Spain,2015,17,6.55,Antonio Gallego Zambrano
Spain,2016,24,6.13,Pedro Luis Mu�oz Ya�ez
Spain,2017,29,5.52,Alan Chang
Spain,2018,28,4.83,Ron van Bruchem
Spain,2019,30,5.24,Pedro Luis Mu�oz Ya�ez
Spain,2020,4,5.85,Pedro Luis Mu�oz Ya�ez
Spain,2021,1,7.06,Alexander Olleta del Molino
Spain,2022,29,4.99,Ton Dennenbroek
Spain,2023,61,4.46,Ton Dennenbroek
Spain,2024,69,4.46,Ron van Bruchem
Spain,2025,82,4.34,Antonio Gallego Zambrano
Sri Lanka,2022,2,6.79,Sachin Arvind
Sri Lanka,2023,4,5.19,Arun Kannan
Sri Lanka,2024,5,7.12,Hariprasad CM
Sri Lanka,2025,5,6.96,Xuming Wang (???)
Sweden,2010,3,7.83,Rune Wesstr�m
Sweden,2011,3,8.06,Micael Hellberg
Sweden,2012,2,8.25,Anders Larsson
Sweden,2013,4,7.55,Anders Larsson
Sweden,2014,7,7.91,Anders Larsson
Sweden,2015,7,7.18,Anders Larsson
Sweden,2016,6,6.7,Rune Wesstr�m
Sweden,2017,10,5.72,Ron van Bruchem
Sweden,2018,7,5.83,Daniel Hermansson
Sweden,2019,14,5.52,Daniel Hermansson
Sweden,2020,4,6.33,Lennart Aspelin
Sweden,2021,6,6.05,Daniel Hermansson
Sweden,2022,20,5.16,Daniel Hermansson
Sweden,2023,88,4.61,Gunnar Kantare Krig
Sweden,2023,88,4.61,Gunnar Krig
Sweden,2024,87,4.6,Daniel Hermansson
Sweden,2025,56,4.58,Lennart Aspelin
Switzerland,2014,2,7.27,Thomas Kohn
Switzerland,2015,6,6.41,Anders Larsson
Switzerland,2016,8,5.58,Tomasz Seweryn
Switzerland,2017,12,5.6,Thomas Stadler
Switzerland,2018,19,4.81,Istv�n Kocza
Switzerland,2019,14,5.01,Istv�n Kocza
Switzerland,2020,4,5.12,Thomas Stadler
Switzerland,2021,5,5.93,Matteo Provasi
Switzerland,2022,10,5.27,Markus Pirzer
Switzerland,2023,12,4.56,Ron van Bruchem
Switzerland,2024,25,4.76,Thomas Stadler
Switzerland,2025,35,4.86,Thomas Stadler
Taiwan,2010,5,7.77,Tyson Mao (???)
Taiwan,2011,5,6.89,Ming-Hao Kang (???)
Taiwan,2012,3,8.03,Kuan-Yu Chen (???)
Taiwan,2013,5,6.69,Ming-Hao Kang (???)
Taiwan,2014,9,6.64,Chia-Leo Lin (???)
Taiwan,2015,14,6.5,Ming-Hao Kang (???)
Taiwan,2016,10,6.1,Chia-Leo Lin (???)
Taiwan,2017,9,5.19,Chia-Leo Lin (???)
Taiwan,2018,11,4.65,Sinpei Araki (????)
Taiwan,2019,14,5.82,Ming-Hao Kang (???)
Taiwan,2020,3,5.86,Chia-Leo Lin (???)
Taiwan,2021,3,5.23,Chia-Leo Lin (???)
Taiwan,2022,10,4.78,Ming-Hao Kang (???)
Taiwan,2023,12,4.86,Chia-Leo Lin (???)
Taiwan,2024,19,4.27,Ming-Hao Kang (???)
Taiwan,2025,9,4.15,Devin Corr-Robinett
Tajikistan,2018,1,8.1,Akash Rupela
Tajikistan,2019,1,8.64,Igor Aipkin
Tajikistan,2023,1,8.56,Igor Aipkin
Thailand,2010,3,8.08,Masayuki Akimoto (????)
Thailand,2011,9,6.78,Lars Petrus
Thailand,2012,2,6.15,Tong Boonrod (???? ??????)
Thailand,2013,1,7.57,Isagani Esteron
Thailand,2014,1,7.1,Tatsuya Ookubo (?????)
Thailand,2015,1,7.8,Tong Boonrod (???? ??????)
Thailand,2016,1,7.08,Tong Boonrod (???? ??????)
Thailand,2017,1,5.5,Tong Boonrod (???? ??????)
Thailand,2018,2,6.66,Patrick Kelly
Thailand,2019,4,5.93,Patrick Kelly
Thailand,2022,4,5.62,Tanai Chaikraveephand (???? ?????????????)
Thailand,2023,16,4.23,Tong Boonrod (???? ??????)
Thailand,2024,22,4.02,SeungWoon Lee (???)
Thailand,2025,14,3.82,SeungWoon Lee (???)
Tonga,2025,1,NULL,NULL
Tunisia,2014,1,14.93,Ron van Bruchem
Tunisia,2015,3,11.42,Philippe Virouleau
Tunisia,2016,3,9.86,Nidhal Amamou
Tunisia,2017,5,8.99,Nidhal Amamou
Tunisia,2018,6,7.29,Sinpei Araki (????)
Tunisia,2019,5,7.48,Cl�ment Cherblanc
Tunisia,2020,1,NULL,NULL
Turkey,2013,2,9.5,Ron van Bruchem
Turkey,2014,3,9.19,Ron van Bruchem
Turkey,2015,2,9.6,Can G�c�yener
Turkey,2016,1,9.05,?skender Aznavur
Turkey,2017,1,7.61,?skender Aznavur
Turkey,2018,7,7.43,Can G�c�yener
Turkey,2019,13,5.71,Can �etin
Turkey,2020,5,7.01,Leon Schmidtchen
Turkey,2021,1,7.44,�mer �etinkaya
Turkey,2022,22,5.31,Ton Dennenbroek
Turkey,2023,23,5.01,Bruno Vervoort
Turkey,2024,23,4.79,Maxim Chechnev
Turkey,2025,21,5.44,Ton Dennenbroek
Uganda,2025,1,10.82,Rayan Parmar
Ukraine,2011,1,9.19,Oliv�r Perge
Ukraine,2012,4,7.86,Anton Goryachikh
Ukraine,2013,7,6.88,Anton Goryachikh
Ukraine,2014,12,6.68,Andrii Kompaniiets (?????? ??????????)
Ukraine,2015,10,6.63,Andrii Kompaniiets (?????? ??????????)
Ukraine,2016,10,6.48,Andrii Kompaniiets (?????? ??????????)
Ukraine,2017,11,6.52,Micha? Halczuk
Ukraine,2018,13,5.34,Andrii Kompaniiets (?????? ??????????)
Ukraine,2019,15,5.83,Andrii Kompaniiets (?????? ??????????)
Ukraine,2020,1,NULL,NULL
Ukraine,2021,4,5.98,Roman Ostapenko (????? ?????????)
Ukraine,2022,9,5.54,Roman Ostapenko (????? ?????????)
Ukraine,2023,20,5.35,Andrii Kompaniiets (?????? ??????????)
Ukraine,2024,17,5.67,D�niel Varga
Ukraine,2025,9,4.77,Denys Haidaichuk
United Arab Emirates,2013,1,12.58,Ron van Bruchem
United Arab Emirates,2016,1,10.33,Shakil Ahmad
United Arab Emirates,2017,4,6.57,Bryan Tala-Oc
United Arab Emirates,2018,2,7.49,Mohammed Arif
United Arab Emirates,2019,3,6.61,Mohammed Arif
United Arab Emirates,2022,2,5.72,Sergey Ryabko
United Arab Emirates,2023,1,6.35,Fawaz Ahmed
United Arab Emirates,2024,2,5.87,Sergey Ryabko
United Arab Emirates,2025,3,5.4,Alexander Eryomin
United Kingdom,2010,3,7.71,Dan Harris
United Kingdom,2011,2,7.66,Sean Connolly
United Kingdom,2012,3,7.4,Sean Connolly
United Kingdom,2013,8,5.96,Kolos K�ntor
United Kingdom,2014,9,6.61,Erik Akkersdijk
United Kingdom,2015,9,6.14,Kolos K�ntor
United Kingdom,2016,8,6.71,Greg Austin
United Kingdom,2017,9,5.8,Thom Barlow
United Kingdom,2018,11,5.1,Erik Akkersdijk
United Kingdom,2019,14,5,Thom Barlow
United Kingdom,2020,4,5.89,Thom Barlow
United Kingdom,2022,32,4.56,Thom Barlow
United Kingdom,2023,55,3.85,Erik Akkersdijk
United Kingdom,2024,67,3.69,Ton Dennenbroek
United Kingdom,2025,58,4.37,Ron van Bruchem
Uruguay,2014,2,10.86,Tom�s Mansilla
Uruguay,2015,5,7.9,Gabriel Dechichi Barbar
Uruguay,2016,5,7.42,Leopoldo Andr�s Ibarra Fuentes
Uruguay,2017,7,5.68,Feliks Zemdegs
Uruguay,2018,6,7.21,Agustin do Campo
Uruguay,2018,6,7.21,Agustin do Campo
Uruguay,2019,2,7.79,Ting Sheng Bao Yang
Uruguay,2020,1,8.5,Mateo Rodr�guez
Uruguay,2021,2,6.44,Agustin do Campo
Uruguay,2021,2,6.44,Agustin do Campo
Uruguay,2022,6,5.66,Agustin do Campo
Uruguay,2022,6,5.66,Agustin do Campo
Uruguay,2023,10,5.76,Mateo Rodr�guez
Uruguay,2024,9,5.86,Guido Dipietro
Uruguay,2025,4,5.74,Sebastiano Benato
United States of America,2010,48,6.94,Lars Petrus
United States of America,2011,52,6.93,Lars Petrus
United States of America,2012,53,6.09,Lars Petrus
United States of America,2013,54,5.88,Lars Petrus
United States of America,2014,66,5.93,David Barr
United States of America,2015,99,4.9,Bob Burton
United States of America,2016,132,5.22,Bob Burton
United States of America,2017,185,4.59,Bob Burton
United States of America,2018,249,4.4,Bob Burton
United States of America,2019,273,4.24,Bob Burton
United States of America,2020,52,4.76,Bob Burton
United States of America,2021,44,4.34,Shelley Chang
United States of America,2022,277,3.63,Chris Hardwick
United States of America,2023,561,3.13,Lars Petrus
United States of America,2024,667,3.46,Jasmine Lee
United States of America,2025,583,3.06,Ron van Bruchem
Uzbekistan,2017,1,11.27,Ron van Bruchem
Uzbekistan,2018,1,8.34,Akash Rupela
Uzbekistan,2019,5,6.7,Cl�ment Cherblanc
Uzbekistan,2020,1,NULL,NULL
Uzbekistan,2021,1,8.34,Abror Abduazizov
Uzbekistan,2022,2,6.52,Nikita Loika
Uzbekistan,2023,5,5.24,Muhammed Ameen
Uzbekistan,2024,4,4.92,Maxim Chechnev
Uzbekistan,2025,4,4.93,Igor Aipkin
Venezuela,2013,2,9.39,Dennis Rosero
Venezuela,2014,9,9.16,Richard Alejandro S�nchez Andueza
Venezuela,2015,12,8.38,Eduard Esteban Garc�a Dom�nguez
Venezuela,2016,11,8.49,Eduard Esteban Garc�a Dom�nguez
Venezuela,2017,7,7.12,Antoine Cantin
Venezuela,2018,6,7.51,Yayi Luna Castro
Venezuela,2019,4,7.01,Enrymar Cisneros
Venezuela,2022,2,7.91,Enrymar Cisneros
Venezuela,2023,11,5.89,Adonis Camacaro
Venezuela,2024,11,5.84,Adonis Camacaro
Venezuela,2025,13,6.22,Adonis Camacaro
Vietnam,2010,2,9.72,Anders Larsson
Vietnam,2011,2,9.44,Anders Larsson
Vietnam,2012,3,9.34,Huan Minh Dao
Vietnam,2013,3,10.02,Toan Do Cong
Vietnam,2014,5,7.52,Preeda Hongpimolmas (????? ???????????)
Vietnam,2015,4,10.06,Hoang Nguyen
Vietnam,2016,6,8.13,Conrad Rider
Vietnam,2017,8,7.5,Toan Do Cong
Vietnam,2018,7,5.68,Nevins Chan Pak Hoong (???)
Vietnam,2019,5,5.9,Toan Do Cong
Vietnam,2020,2,6,Nguy?n Ng?c Th?nh
Vietnam,2022,5,5.53,Asia Konvittayayotin (?????? ???????????)
Vietnam,2023,3,4.01,Chan Tak Chuen (???)
Vietnam,2024,12,4.72,Ron van Bruchem
Vietnam,2025,4,3.48,Chan Tak Chuen (???)
XA,2015,1,NULL,NULL
XA,2016,2,NULL,NULL
XA,2017,1,NULL,NULL
XA,2018,3,NULL,NULL
XA,2019,1,NULL,NULL
XE,2013,1,10.88,Anti Ingel
XE,2015,1,NULL,NULL
XE,2016,1,NULL,NULL
XE,2017,1,NULL,NULL
XE,2018,1,NULL,NULL
XE,2019,1,NULL,NULL
XE,2024,8,NULL,NULL
XE,2025,3,NULL,NULL
XM,2017,1,NULL,NULL
XM,2018,1,NULL,NULL
XM,2019,1,NULL,NULL
XM,2023,1,NULL,NULL
XM,2025,2,NULL,NULL
XN,2019,1,NULL,NULL
XN,2023,1,NULL,NULL
XN,2025,1,NULL,NULL
XO,2024,1,NULL,NULL
XS,2016,1,NULL,NULL
XS,2024,2,NULL,NULL
XS,2025,1,NULL,NULL
XW,2019,1,NULL,NULL
XW,2024,2,NULL,NULL
XW,2025,3,NULL,NULL
Zambia,2025,1,9.82,Maverick Pearson
