countryId,personId,name,single_seconds
Honduras,2017MEJI03,Luis David Hernndez Meja,10.6
Honduras,2017IZAG02,Juan Carlos Boqun Izaguirre,10.67
Hong Kong,2017KWAN05,Burno Li Chak Kwan,4.6
Hong Kong,2023XIUY01,Yang Pin Xiu,5.02
Hong Kong,2015LEON02,Ivan Li Ka Leong,5.13
Hong Kong,2016CHEU04,Andy Mok Man Cheuk,5.71
Hong Kong,2023CHAN16,Ryan Chan,5.8
Hong Kong,2023HINC04,Chan Ho Hin,6.04
Hong Kong,2025LAUB01,Branson Lau,6.08
Hong Kong,2014LOKW01,Wong Kin Lok,6.18
Hong Kong,2023LUNW01,Wong Pat Lun,6.28
Hong Kong,2023XITI01,Tian Ying Xi,6.32
Hungary,2016SLEZ01,Gbor Slezk,5.13
Hungary,2022VITA02,Zn Vitale,5.16
Hungary,2022SZAB03,Dvid Szab,5.26
Hungary,2023ZALA03,Gerg Zaln Molnr,5.73
Hungary,2012MARA03,Rbert Marti,5.92
Hungary,2022SZAB02,dm Szab,6.05
Hungary,2019CSEN01,Blint Cseng,6.07
Hungary,2020MICH04,Reuven Michaely,6.11
Hungary,2016NOVO01,Gergely Novotni,6.3
Hungary,2016SZAN01,Szabolcs Szntai,6.33
Iceland,2017PETU02,skar Ptursson,6.29
Iceland,2023BART07,lafur Jan Bartoszek,8.37
Iceland,2019GUNN02,inn Logi Gunnarsson,8.79
Iceland,2018GUNN03,Rnar Gauti Gunnarsson,8.87
Iceland,2020EINA02,Kri Einarsson,9.32
Iceland,2018BRAN07,Erik Yngvi Brannan,9.49
Iceland,2023BJAR01,Birnir Hlm Bjarnason,9.66
Iceland,2009MAGN02,Hilmar Magnusson,9.83
Iceland,2024ANDE22,Ulrik Cramer Andersen,9.89
Iceland,2021SIGM01,Aron Levi Sigmundsson,10.12
India,2022DEEP01,Hari A. Deepak,4.77
India,2015CHHA03,Aryan Chhabra,4.81
India,2016GABA02,Amey Gaba,4.85
India,2022BHAV01,Darshan Bhavanasi,5.04
India,2017GADG01,Pranav Gadge,5.05
India,2016DHIM01,Tanish Dhiman,5.12
India,2022PATI10,Shrivatsa Patil,5.12
India,2018NARA14,Mihir Narayan,5.24
India,2019BILA05,Hasnain Reza Bilal,5.33
India,2015SOAR01,Nikhil Soares,5.36
Indonesia,2015FUSH01,Firstian Fushada,4.42
Indonesia,2018KODA01,Muhammad Faeyza Koda,4.66
Indonesia,2018ALAM08,Leon Marcell Alamanda,4.98
Indonesia,2016RACH01,Fahmi Aulia Rachman,5.28
Indonesia,2020WIRA01,Benjamin Wirahpati,5.43
Indonesia,2018PUTR06,Azaeel Benaya Putra,5.67
Indonesia,2022SASA04,Kentaro Sasaki,5.69
Indonesia,2010UTOM01,Vincent Hartanto Utomo,5.69
Indonesia,2022YUSW01,Rendra Yuswandana,5.9
Indonesia,2019MULA02,Erick Ethan Mula,5.9
Iran,2023ABBA06,Mohammadreza Abbaszadeh,5.87
Iran,2023DEHG02,Erfan Dehghani,5.87
Iran,2023JAVA05,Amirali Javadzadeh,5.93
Iran,2016NIRI01,Seyed Amirparsa Hosseini Nayeri,6
Iran,2022MOTE01,Hoomaan Motevalli Habibi,6.03
Iran,2015GERA02,Arian Geravandi,6.04
Iran,2018KHOS03,Mohammad Mahdi Khosravi,6.07
Iran,2015SARE01,Kasra Sarebanha,6.27
Iran,2023MASO03,Hamed Masoumzadeh,6.28
Iran,2018ROSH02,Hossein Bodaghi Roshan,6.33
Iraq,2025GAZN01,Furat Gaznai,11.31
Iraq,2022MUKH01,Mukhlis Mokhles,13.08
Iraq,2023TARI03,Hussein Tariq,13.88
Iraq,2017ESSA01,Jaafar Hayder Noori Al-Ulsaed Essa,14.54
Iraq,2020ABDU01,Hussein Abdulwahid,16.38
Iraq,2018ALKI01,Layth Alkinani,18.63
Iraq,2023ALAM08,Zaid Al-Amiri,20.1
Iraq,2022ALJU01,Yousif Al-Juboori,20.29
Iraq,2022IBRA01,Bashar Khalil Ibrahim,20.85
Iraq,2023GAFA01,Maikel Gafaji,22.63
Ireland,2012BEAH01,Ciarn Beahan,4.33
Ireland,2022HAIN04,Cillian Hainbach,4.92
Ireland,2022FURE01,CJ Furey,4.95
Ireland,2022GREE14,Oscar Green,5.6
Ireland,2022KIRR02,Noah Kirrane,5.78
Ireland,2019NAYA01,Prabhav Rajaram Nayak,5.82
Ireland,2021WALS03,Iollan Walsh,5.84
Ireland,2017MADD04,Richard Madden,5.98
Ireland,2022SUNI01,Nathaniel Timothy Sunil,6.13
Ireland,2012YUTA01,Tao Yu,6.25
Israel,2016BARO04,Ben Baron,4.52
Israel,2022VISH01,Yoav Vishne,5.02
Israel,2022POUR02,Netanel Pour,5.27
Israel,2016AMIT01,Elai Amit-Wender,5.43
Israel,2019KEHI01,Omri Kehila,5.54
Israel,2023SAND02,Mark Sander,5.63
Israel,2019AMIB01,Etai Amibar,5.8
Israel,2023KAHA01,Ido Kahana,5.83
Israel,2023DVOR02,Niv Dvorkin,5.85
Israel,2018MOSH01,Zecharya Moshavi,5.88
Italy,2018LOCA01,Valerio Locatelli,4.26
Italy,2019CORO04,Giacomo Daniele Cor,4.84
Italy,2019SART01,Daniel Sartori,4.9
Italy,2022MANT03,Alberto Mantovani,5.49
Italy,2018RIMI01,Flavio Rimi,5.57
Italy,2017GALE01,Mattia Galentino,5.63
Italy,2021ZANG01,Alessandro Zangolini,5.68
Italy,2018RICC02,Alessandro Ricci,5.74
Italy,2018CENT02,Giovanni Centili,5.82
Italy,2012NICO02,Alessandro Nicol,5.95
Jamaica,2025ROBI07,Andre Robinson,17.33
Jamaica,2019MEIK01,Sanjay Meikle,24.13
Jamaica,2015BROO01,Karen Brooks,54.09
Jamaica,2018RAOR01,Rishi Rao,62.07
Japan,2010SUGA01,Sei Sugama,4.8
Japan,2016KIDA02,Hitoki Kidahashi,4.86
Japan,2022TAKA04,Junnosuke Takahashi,5.11
Japan,2019NOGA01,Ao Nogami,5.25
Japan,2013KATO01,Eva Kato,5.46
Japan,2019NOMU01,Yuki Nomura,5.66
Japan,2012AKAM01,Soichi Akamatsu,5.71
Japan,2009FUSH01,Arifumi Fushimi,5.71
Japan,2023SAKA04,Kantaro Sakamoto,5.76
Japan,2012UDOU01,Kounosuke Udou,5.88
Jordan,2019HAMM04,Kamel Hammouri,5.85
Jordan,2019ISSA04,Abdel Issa,6.72
Jordan,2019SALE04,Othman Saleh,6.83
Jordan,2024MAYY01,Zaid Mayyas,6.94
Jordan,2022OMAR04,Abdallah Belal Omar,8.11
Jordan,2021OTAI01,Zakarya Otair,8.14
Jordan,2023ODEH03,Sarah Odeh,8.29
Jordan,2022ALMA01,Abdallah Almaharmeh,8.69
Jordan,2023ZEID01,Adam Zeidan,8.9
Jordan,2019ALBA04,Omar Abdlkareem Albalouli,8.9
Kazakhstan,2018AGAB03,Asset Agabekov,4.24
Kazakhstan,2018ISAK06,Damir Issakov,5.43
Kazakhstan,2018ORAZ01,Abylai Orazalin,5.51
Kazakhstan,2017ZHAD01,Damir Zhanataev,5.84
Kazakhstan,2018YERK02,Yerkin Assylbek,5.86
Kazakhstan,2018KURM02,Nurassyl Kurmangali,6.11
Kazakhstan,2017KURM01,Alisher Kurmash,6.25
Kazakhstan,2018ZHAB06,Bauyrzhan Zhandossuly,6.66
Kazakhstan,2017ASKA02,Aral Askarov,6.84
Kazakhstan,2015MIKH04,Farid Mikhailov,6.87
Kenya,2019MUTH01,Jay Kuria Muthari,8.05
Kenya,2025MBUI01,Ivan Kamonye Mbui,9.05
Kenya,2023BUND03,Derick Bundi,9.38
Kenya,2023SHAH39,Sur Shah,9.93
Kenya,2023KABI02,Eman Kabiru,9.98
Kenya,2024ILEM01,Mathias Ile,9.99
Kenya,2025KARI03,James Kariuki,10.47
Kenya,2023SIMO14,Mugambi Simon,10.72
Kenya,2023ODHI01,Louis Dreyfus Aringa Odhiambo,10.96
Kenya,2025KINY01,Myles Kinyita,11.07
Korea,2013NAHM01,Seung Hyuk Nahm,4.17
Korea,2016HONG03,Yoochan Hong,4.49
Korea,2012CHOS01,SeungBeom Cho,4.59
Korea,2016CHAN09,Jaemin Chang,4.75
Korea,2017CHOI07,Kyeongmin Choi,4.86
Korea,2015PARK13,Danny SungIn Park,4.88
Korea,2013SEOH01,Hyo-Min Seo,4.94
Korea,2022ROHH01,Hyunmin Roh,5.06
Korea,2015LEEJ05,Jung Hwan Lee,5.12
Korea,2017PARK05,DongSoo Park,5.16
Kosovo,2016UKAJ01,Lir Ukaj,5.21
Kosovo,2018AXHE01,Leon Axhemi,7.92
Kosovo,2019SHKO01,Biant Shkololli,8.25
Kosovo,2018MLAD01,Petar Mladenovi,10.19
Kosovo,2018FAZL01,Arian Fazlija,13.54
Kosovo,2025HASA02,Jon Hasani,15.39
Kosovo,2023ZHIT01,Bleon Zhitia,16.16
Kosovo,2018HAXH01,Thot Haxha,17.52
Kosovo,2019VREL01,Fisnik Vrellaku,17.78
Kosovo,2023HOXH01,Hilmi Hoxha,18.27
Kuwait,2022ALOL01,Ahmad Alolaimi,6.38
Kuwait,2021ALMU01,Ghanim Abdulaziz Almutawa,7.96
Kuwait,2022ALHA02,Abdullah Alhaddad,8.34
Kuwait,2023ALSA04,Hessa Mohammed Alsanad,9.31
Kuwait,2024ALMA01,Yousef Essa Almashmoum,9.6
Kuwait,2022ALWA01,Hasan Hashem Alwazzan,9.68
Kuwait,2023AKBA03,Alkawthar Jaber Akbar,9.88
Kuwait,2022ALBA06,Shaikha Albarjas,10.31
Kuwait,2022ALMO03,Sayed Haidar Almousawi,10.72
Kuwait,2018ALMU03,Saoud Abdulaziz Almutawa,10.79
Kyrgyzstan,2018SULT03,Chyngyz Sultanbekov,4.92
Kyrgyzstan,2020ZHAN19,Alikhan Zhanybekov,6.74
Kyrgyzstan,2017BAKI01,Sardar Bakiev,7.11
Kyrgyzstan,2017BEKB01,Erbol Bekbars,7.28
Kyrgyzstan,2024SMAN01,Aidin Smanov,7.31
Kyrgyzstan,2017MOID01,Emir Moidunov,7.39
Kyrgyzstan,2017ALDA03,Atai Aldashev,8.49
Kyrgyzstan,2018IDIR02,Ilyaz Idirisov,9.13
Kyrgyzstan,2024SULT02,Seitek Sultanov,9.19
Kyrgyzstan,2017YURC01,Nikita Yurchenko,10.01
Laos,2024SYPA01,Phasouk Sypaseuth,9.07
Laos,2024TRAN18,Jorden Tran,11.05
Laos,2024MANO07,Konesack Manorom,11.13
Laos,2024HAYH01,Anuvong Hayhinmixay,11.26
Laos,2024VIEN01,Thotsaphone Viengviseth,11.69
Laos,2023XAYN01,Soumek Xaynguyen,12.05
Laos,2025SENG05,Sombath Sengpathoummang,14.6
Laos,2025KEOC01,Visitthilath Keocharath,15.2
Laos,2025SISO01,Sane Sisouphanthavong,15.73
Laos,2024VONG04,Chansopha Vongsaravanh,16.75
Latvia,2018DREI02,Roberts Dreijers,6.04
Latvia,2017LEMB02,Mikus Lembergs,6.44
Latvia,2017KRON03,Frederiks Rdolfs Kronbergs,6.84
Latvia,2017PIET01,Kristins Pietkuns,7.09
Latvia,2022OGLO01,Aleksejs Oglobins,7.26
Latvia,2017VNKA01,Rdolfs Vnkalns,7.27
Latvia,2015LIEP02,Imants Liepi,7.29
Latvia,2017PIET02,Markuss Pietkuns,7.89
Latvia,2012BARA03,Vladislavs Baranovs,7.92
Latvia,2016JANO01,Jkabs Janovs,8.09
Lebanon,2024HADY02,Rakan El Hady,6.31
Lebanon,2018SAAD04,Daniel Omar Saad,7.03
Lebanon,2019MALL01,Rami El Mallah,7.66
Lebanon,2019HALA01,Issam Imad El Halabi,8.09
Lebanon,2023KHAL08,Mohamad Khalifeh,8.29
Lebanon,2023KOTO01,Omar Al Kotob,9.4
Lebanon,2017HOBA01,Rayan Al Hobayb,10.17
Lebanon,2017TAHA01,Fawaz Taha,10.29
Lebanon,2018SALE01,Hussein Saleh,10.5
Lebanon,2014KADA02,Rashad Kadado,11.01
Lesotho,2023MOBE01,Liteboho Martin Mobe,14.7
Lesotho,2023SEKH03,Hlahatsi Sekhamane,23.5
Lesotho,2024KRAB01,Solomon Krabbendam,45.77
Libya,2025SHAA01,Ali Shaari,11.9
Libya,2023HDIY01,Mohamed Hdiya,23.84
Libya,2019BENS04,Mohammed Bensriati,24.19
Libya,2018MUST02,Youssef Mustapha,24.85
Libya,2019ESSE02,Abdulrahman Essed,26.41
Libya,2025SERG02,Samir Sergiwa,31.57
Libya,2018MUST03,Zakaria Mustapha,33.17
Libya,2017ELMA01,Mustafa Zohier Elmaskhot,34.1
Libya,2024MAMI01,Mohamed Mami,36.51
Libya,2017ELFA01,Mosab Elfasy,42.35
Liechtenstein,2016GART01,Jannik Gartmann,10.42
Liechtenstein,2016SQUI01,Raffaele Squillacioti,20.84
Lithuania,2017URBA01,Mantas Urbanaviius,4.39
Lithuania,2019PILI01,ygimantas Pilipas,6.08
Lithuania,2022BERR06,Lukas Berruti,6.34
Lithuania,2013JANK02,Tomas Jankauskas,6.64
Lithuania,2017PECI01,Naglis Peciulis,6.68
Lithuania,2021RIUK01,Danielius Riuka,7.05
Lithuania,2015RIBI01,Vilius Ribinskas,7.05
Lithuania,2017BRAU02,Ugnius Byron Braun,7.52
Lithuania,2023KRUG04,Elijas Krgelis,7.64
Lithuania,2017NARB01,Morkus Narbutis,7.77
Luxembourg,2017GLOD01,Carlo Glod,8.9
Luxembourg,2022KANN02,Rahul Kannan,8.93
Luxembourg,2024BERT15,Leo Bertinelli,10.61
Luxembourg,2024MANG08,Philippe Mangen,10.61
Luxembourg,2023STOL02,Jill Stoltz,10.67
Luxembourg,2023STEI14,Jacques Steichen,10.73
Luxembourg,2023PERR15,Fletcher Perry,11.47
Luxembourg,2023NICO06,Livio Nicoletti,11.65
Luxembourg,2017THUL01,Andrea Thull,11.72
Luxembourg,2017THEI02,Joe Theis,11.82
Macau,2018SAMK01,Max Kwok U Sam,6.26
Macau,2018CHON01,Chan Sai Chong,6.87
Macau,2024HEIV01,Vong Man Hei,7.87
Macau,2023EDEL01,Alvarez Edel,8.51
Macau,2008CHEN10,Chio Wai Cheng,8.91
Macau,2024IANC01,Che Man Ian,10.51
Macau,2016SHEN16,Vitor Jose Shen,10.67
Macau,2023IEON01,Lo Kuan Ieong,10.68
Macau,2023KUOK01,Meng Chon Kuok,11.18
Macau,2019HEIK01,Kwok Man Hei,12.1
Madagascar,2019ANDR21,Tolotra Ny Avo Andriamamonjisoa,7.26
Madagascar,2024RAFA04,Rodrigue Hermanne Rafanambinantsoa,7.34
Madagascar,2024NOME01,Kantosoa Volaniaina Nomenatiana,7.78
Madagascar,2019LIOK01,Ranarison Fiderana Lioka,7.81
Madagascar,2024RAMA16,Anjatiana Ramarajaona,7.84
Madagascar,2019RAND21,Toavina Zanaparien Randrianatoandro,7.93
Madagascar,2019RATS01,Arilova Niela Ratsima,8.23
Madagascar,2019RAND18,Ravo Pascal Randrianantoanina,8.28
Madagascar,2024MAND01,Randy Mandimbisoa,8.37
Madagascar,2019RAND10,Ismal Mamy Randriamalanto,8.42
Malawi,2023NGUL01,Favour Ngulube,9.87
Malawi,2023LONG29,Mayamiko Longwe,22.56
Malawi,2024KHON01,Jerronimo Khonga,37.28
Malawi,2015PANJ01,Saad Panjwani,100.21
Malaysia,2017YANG59,Tee Kai Yang,4.05
Malaysia,2016HUNG08,Lim Hung,5.13
Malaysia,2012SEVE01,Ainesh Sevellaraja,5.48
Malaysia,2019CHIN08,Camerone Chin,5.57
Malaysia,2022ZENL01,Lee Roo Zen,5.57
Malaysia,2017YANT03,Tan Kwan Yang,5.63
Malaysia,2019CHUN15,Tan Yue Chung,5.64
Malaysia,2015QUAN03,Ng Jia Quan,5.67
Malaysia,2022MINM01,Moy Jay Min,5.75
Malaysia,2022KANG10,Tan Jin Kang,5.93
Maldives,2022ISHA03,Liam Ishan,16.77
Malta,2024SPIT01,Bianca Spiteri,8.59
Malta,2022CAUC02,Benjamin Chetcuti Cauchi,8.6
Malta,2025PORT05,Luca Portelli,10.02
Malta,2019GALE06,Carl Galea,10.31
Malta,2024SCHE14,Michael Schembri,10.54
Malta,2024SOUK02,Nicholas Maximus Soukmandjiev,13.16
Malta,2022GERA01,Guze Vella Gera,16
Malta,2019GRIG05,Giorgio Grigolo,16.04
Malta,2019LANF01,Tokyo Attard,17.05
Malta,2023ZAMM02,Michael Zammit,17.26
Mauritania,2024BAYA07,Cheikh Baya,19.79
Mauritius,2015HARR01,Ryan Pin Harry,7.96
Mauritius,2024ANTO12,Sasha Antoine,9.3
Mauritius,2018SING01,Timothy Fon Sing,9.97
Mauritius,2019OJAS01,Ghunowa Ojasvi,10.32
Mauritius,2024YANJ01,Joshua Ng Yuen Yan,10.94
Mauritius,2024BJAR01,Ryan Bjarnram,11.35
Mauritius,2020RAME03,Aditya Ramessur,11.41
Mauritius,2016BHOY01,Milind Bhoyroo,11.49
Mauritius,2018DULT01,Dylan Dulthummon,12.12
Mauritius,2018MAUT01,Motasim Mauthoor,13.9
Mexico,2018SANC03,Angel Armando Jaime Snchez,4.46
Mexico,2017HERN11,Joaquin Ruenes Hernndez,4.83
Mexico,2016CORV01,Alejandro Daniel Salceda Corvera,5.26
Mexico,2017SANC24,Juan de Dios Noriega Snchez,5.39
Mexico,2014SANC28,Julin Garca Snchez,5.59
Mexico,2017MORE09,Alonso Moreno,5.79
Mexico,2023ATLA01,Sal Mndez Atlatenco,5.84
Mexico,2014MEND02,Alexis Rodrigo Cazu Mendoza,5.92
Mexico,2022MEND15,Salma Sydykov Mndez,5.95
Mexico,2023BECE03,Luis Uriel Escamilla Becerril,5.97
Moldova,2022CASI01,Alex Casian,6.84
Moldova,2016NAGR01,Ilie Nagrineac,7.61
Moldova,2016LIVA01,Costea Livadari,8.22
Moldova,2016CIOB01,Vlad Ciobanu,8.26
Moldova,2022ALEX09,Artin Alexandru,9.47
Moldova,2016CIUP01,Andrei Ciupac,10.37
Moldova,2014BAES01,tefan Bae,10.63
Moldova,2025CURC02,Teodor Curca,11.17
Moldova,2013ILII01,Gennady Iliin,11.55
Moldova,2023MOVI01,Mark Movila,11.58
Monaco,2015FAGG01,Pauline Faggio,49.5
Mongolia,2016OLZI01,Myagmardorj Ulziijargal,4.84
Mongolia,2022SUKH01,Bilguun Sukhbaatar,5.8
Mongolia,2022TSER01,Temuulen Tserendagva,5.87
Mongolia,2016OTGO01,Orgil Otgonbayar,6.18
Mongolia,2022NARA05,Gegeenbileg Naranchimeg,6.23
Mongolia,2022NARM01,Khuslen Narmandakh,6.29
Mongolia,2017SHIN09,Munkhdelger Shinekhuu,6.62
Mongolia,2018BATS01,Buyantogtokh Batsaikhan,6.63
Mongolia,2018BURE01,Renchinnorov Burenzevseg,6.7
Mongolia,2019NATS02,Namuun Natsagdorj,6.72
Montenegro,2019SENI01,Mihailo Seni,10.05
Montenegro,2019LEKO01,Ognjen Lekovi,10.72
Montenegro,2019DZEV01,Damjan Deverdanovi,10.76
Montenegro,2017JANJ01,Petar Janjuevi,10.84
Montenegro,2016PANT02,David Pantovi,10.91
Montenegro,2017BJEL01,Jovan Bjelica,13.08
Montenegro,2017ZECE01,Anela Zeevi,13.18
Montenegro,2017KAPE01,Boidar Kapetanov,13.21
Montenegro,2022KOVA06,Marko Kovaevi,13.28
Montenegro,2019SEBE01,Milo ebek,13.36
Morocco,2017ELKH01,Mohamed Elkhatri,6.43
Morocco,2020BELA01,Badr Ait Belaid,6.53
Morocco,2023LAGZ01,Lilya Lagzouli,8.04
Morocco,2025OTMA01,Mohamed El Otmani,8.45
Morocco,2017OUAD01,Omar Ouadouha,8.67
Morocco,2015CHOK01,Mohamed Ben Driss Chokri,9.48
Morocco,2017FATH02,Anas Fathani,9.51
Morocco,2024AABI01,Anir Aabi,9.71
Morocco,2017ATOU01,Ayoub El Atouany,9.74
Morocco,2015MEZI01,Anas Meziani,10.64
Mozambique,2024RUCO01,Edilson Ruco,9.35
Mozambique,2023MOLA06,Arnelio Manaca Mola,9.53
Mozambique,2025SALY01,Remington Garrett Salyer,10.66
Mozambique,2022BACA01,Rayyan Bacar,11.74
Mozambique,2024BHAT04,Neel Nilesh Bhatt,16.28
Mozambique,2025SALY03,Thunder Salyer,38.8
Mozambique,2025SALY02,Bianca Salyer,44.86
Mozambique,2024MANA09,Maria Nelia Manaca,107.22
Myanmar,2023HTUT01,Sai Nyi Bhone Htut,6.03
Myanmar,2023AUNG01,Yan Myo Aung,7.5
Myanmar,2024NYOK01,Khant Min Nyo,8.99
Myanmar,2024HEIN05,Kaung Zin Hein,9.18
Myanmar,2023YANH02,Htet Wai Yan,9.23
Myanmar,2025MINZ01,Zaw Min,18.89
Myanmar,2025KYAW01,Thiha Kyaw,19.57
Myanmar,2024HANZ03,Zwe Thu Ta Han,29.9
Myanmar,2025THAW01,Bo Bo Thaw,40.13
Myanmar,2025LINN02,Wint Thawdar Linn,47.01
Namibia,2024AGAP01,Luke Agapitus,13.69
Namibia,2025AGAP01,Annabel Agapitus,22.13
Namibia,2016MUHR01,Golo Mhr,23.4
Namibia,2025MOST02,Jacob Mostert,24.75
Namibia,2023HORN11,Heiko Horn,48.44
Nepal,2023GYAW01,Anubhav Gyawali,6.66
Nepal,2019BHAT06,Aarbid Bhattarai,7.04
Nepal,2017ARYA01,Serene Aryal,7.57
Nepal,2017NGAK01,Salon Ngakhushi,7.65
Nepal,2016SHRE05,Surav Krishna Shrestha,7.73
Nepal,2017KHAN58,Aabhushan Khanal,8.03
Nepal,2023GHEM01,Ronish Ghemosu,8.09
Nepal,2017SHRE08,Ajar Shrestha,8.38
Nepal,2016ADHI01,Anup Adhikari,8.52
Nepal,2016SHRE03,Rajin Shrestha,8.62
Netherlands,2018DULL01,Twan Dullemond,4.38
Netherlands,2016SMUL01,Mika Smulders,4.64
Netherlands,2022TEUN01,Robin Teune,4.67
Netherlands,2012PATE01,Antonie Paterakis,4.7
Netherlands,2007VALK01,Mats Valk,4.74
Netherlands,2019MEIN01,Ole Meindersma,5.08
Netherlands,2018JANS03,Tristan Jansen,5.1
Netherlands,2019STOU02,Ivo Stoutjesdijk,5.39
Netherlands,2022STRA01,Max van der Straten,5.41
Netherlands,2022BOEK01,Mick Boekema,5.57
New Zealand,2019RAMO05,Dwyane Ramos,4.54
New Zealand,2018MURR03,Jasper Murray,4.58
New Zealand,2014MILL04,Chris Mills,4.59
New Zealand,2018MATY02,Adrien Auvray Matyn,4.97
New Zealand,2020TAOR01,Richard Yiheng Tao,5.03
New Zealand,2019YANG92,Matthew Yang,5.09
New Zealand,2019VUJC01,Alexander Vujcich,5.3
New Zealand,2017KIRB01,Ben Kirby,5.32
New Zealand,2021EYLE01,Henry Eyles,5.33
New Zealand,2018EYOU02,Elyas Eyou,5.92
Nicaragua,2023KINL02,Roberto Icaza Kinloch,11.08
Nicaragua,2015CHEV01,Dylan Rene Centeno Chevez,11.35
Nicaragua,2024GUER14,Benjamin Guerrero,12.78
Nicaragua,2023RUTL03,Esperanza E. Rutledge,12.96
Nicaragua,2023TALA03,Angel Talavera,13.81
Nicaragua,2025BRIC01,Carlos Javier Mongalo Briceo,13.98
Nicaragua,2017FLOR35,Jorge Mario Gurdin Flores,14.67
Nicaragua,2025KINL01,Andrea Icaza Kinloch,35.68
Nigeria,2022OKOR01,David Okoro-Sokoh,7.17
Nigeria,2019SAMU06,Ayooluwa Samuel Dada,7.38
Nigeria,2022DAVI30,Atobatele Oreoluwapo David,7.62
Nigeria,2016AHME07,Sadiq Ahmed,8.19
Nigeria,2022IKEK01,David Ikekhuah,8.22
Nigeria,2022HAWK03,Emmanuel Hawkins,8.42
Nigeria,2022OLUW01,Adejuwon Adebusuyi Oluwemimo,8.96
Nigeria,2010LAWA01,Kamaru-Deen Lawal,9.33
Nigeria,2024OKPO01,Etim Okpoyo,9.61
Nigeria,2019PAUL10,Ehikhuemen Paul,9.84
North Macedonia,2018DUKL01,Aleksandar Dukleski,6.48
North Macedonia,2018CHES02,Gjorgji Cheshmedjievski,6.81
North Macedonia,2022TRPK01,Marko Trpkovski,8
North Macedonia,2019ARNA01,David Arnaudov,8.7
North Macedonia,2018DIMI11,Nikola Dimitrovski,8.83
North Macedonia,2022ILIJ01,Matej Ilijevski,9.22
North Macedonia,2019SARA13,Darijan Saravinov,9.39
North Macedonia,2018NICO06,Nikola Nichovski,9.57
North Macedonia,2022DIMI02,Jovan Dimitrovski,9.79
North Macedonia,2018ARSO01,Aleksandar Arsovski,10.21
Norway,2015LARS04,Kim Roger Haraldsen,4.15
Norway,2019KALL02,Herman Westerlund Kalland,4.69
Norway,2016HARA02,Knut Skaug Haraldsen,4.8
Norway,2016NILS03,Filip Nilsen,5.43
Norway,2018KRYV02,Harald Skinnes Kryvi,5.5
Norway,2010ARBO01,Morten Arborg,5.62
Norway,2017TRAN25,Celine Tran,5.74
Norway,2022GIAV01,Julian Giver-Engesmo,5.86
Norway,2012BRED01,Ulrik Bredland,5.92
Norway,2016OSTL02,Stian Nystad stli,6.02
Oman,2019SAID03,Mohammed Al Said,7.97
Oman,2023TAQI02,Zaid Taqi,8.27
Oman,2023TAQI04,Qais Ali Taqi,10.47
Oman,2023KHAD01,Mohamed Ahmed Khadra,13.02
Oman,2022MOHA16,Mohammed Jaffer Baqer Mohamed,13.64
Oman,2023TAQI01,Ammar Taqi,14.87
Oman,2017YAHY03,Salim Al Yahyaei,16.24
Oman,2023UDEE02,Hamza Saeed Abdul Ghafoor Saif Udeen,17.37
Oman,2023ALTA01,Mazin Altarshi,18.11
Oman,2023LAWA01,Hamza Al Lawati,20.17
Pakistan,2018AAMI02,Muhammad Haris Aamir,5.43
Pakistan,2018IMTI01,Muhammad Saleh Imtiaz,6.08
Pakistan,2017OWAI01,Mohammad Owais,7.2
Pakistan,2024SAQI01,Malik Hassan Saqib,7.55
Pakistan,2023KHAN18,Muhammad Zohaib Arsalan Khan,7.64
Pakistan,2013IBRA01,Raza Ibrahim,7.81
Pakistan,2019QASI04,Kublai Khan Qasimi,7.83
Pakistan,2024AHMA09,Rumman Ahmad,7.95
Pakistan,2024SHAH26,Azan Shahid,8.66
Pakistan,2018HASS05,Saffi-ul Hassan,9.14
Palestine,2019TIRO01,Adam Tiro,6.4
Palestine,2022ABDA01,Amir Ayman Abdalla,7.84
Palestine,2023MOHA22,Mohamad Abd Alkarim Haj Mohamad,8.27
Palestine,2023ABDA02,Amir Mohammad Abdalhalim,8.28
Palestine,2018HUSS07,Mohammad Ahmad Abu Hussein,8.56
Palestine,2019SBEI01,Aziza Sbeih,10.11
Palestine,2022ALFI01,Mazen Abu Alfilat,10.93
Palestine,2022KHAL07,Ismael Khalil,11.93
Palestine,2023ABDE08,Zaid Abdeen,11.96
Palestine,2025AHMA03,Yousef Ayman Ahmad,12.49
Panama,2024MONT23,David Montenegro,5.98
Panama,2023ARRO02,Omar Arrocha,7.45
Panama,2018HERN42,Miguel ngel Hernndez,7.72
Panama,2023AGUI24,Omar Aguilar,7.93
Panama,2017CAST48,Egdar Castillo,8.08
Panama,2023ROSS09,Gustavo Ross,8.31
Panama,2018CAST58,Luis Angel Soto Castillo,8.45
Panama,2023PERE80,Abiel Prez,8.51
Panama,2018RIOS04,Davis Joel Fonseca Rios,8.6
Panama,2023ROME25,Diego Romero-Duque,8.8
Papua New Guinea,2018TEKW02,Joshua Tekwie,9.81
Papua New Guinea,2021KONE01,Zachariah Kone,13.07
Papua New Guinea,2018TEKW01,Caleb Tekwie,14.42
Papua New Guinea,2022HEME01,Alois Hemetsberger,18.23
Papua New Guinea,2021TEKW02,Israel Tekwie,26.81
Papua New Guinea,2021TEKW01,David Tekwie,28.55
Papua New Guinea,2023HEME01,Ezekiel Hemetsberger,32.03
