countryId,personId,name,single_seconds
Papua New Guinea,2023HEME02,Franz Hemetsberger,66.56
Paraguay,2022CACE02,Kenji Julin Cceres Matsumoto,5.37
Paraguay,2021LOPE05,Martin Alejandro Bentez Lpez,6.13
Paraguay,2023VILL11,Elas Villamayor,6.27
Paraguay,2016CABR04,David Emmanuel Velozo Cabrera,7.28
Paraguay,2016ARRO05,Milko Sebastin Gutirrez Arroyo,8.42
Paraguay,2017BURG01,Ana Burguez,8.69
Paraguay,2019AVAL02,Oliver Richard Zoilan Avalos,8.97
Paraguay,2024MART37,Fabricio Manuel Pereira Martinez,9.31
Paraguay,2018GALE02,Dary Leandro Wladimir Cano Galeano,9.33
Paraguay,2014AYAL02,Victor Ayala,9.38
Peru,2022NUNE01,Robert Yomi Cadenas Nuez,4.65
Peru,2019MAGU04,Jose Antonio Cuipal Maguia,4.71
Peru,2022AGUI03,Mateo Aguirre,5.29
Peru,2018OCHO03,Benjamn Ochoa,5.51
Peru,2013LEON05,Angelo Giovanni Licetti Len,5.52
Peru,2022PACH05,Matias Jared Manuel Torres Pacheco,5.54
Peru,2015TELL01,Pedro Alejandro Condo Tellez,5.62
Peru,2023SANC31,Francisco Barrenechea Sanchez,5.86
Peru,2016RODR37,Angel Jesus Panebra Rodriguez,5.87
Peru,2016MILL07,Pedro Giuseppe Garcia Milla,6.14
Philippines,2017WONG01,Brenton Angelo Lo Wong,3.84
Philippines,2017VILL41,Sean Patrick Villanueva,4.11
Philippines,2015BORR01,Leo Borromeo,4.14
Philippines,2018LITI01,Toby Litiatco,4.4
Philippines,2023ARRA01,Crimson Arradaza,4.57
Philippines,2023CUAR03,Neo Cuares,4.65
Philippines,2018ANGE01,Karl Matthew Angeles,4.95
Philippines,2017PALI04,Inigo Miguel B. Palisoc,4.99
Philippines,2023GONZ18,Aragon Martin Gonzales,4.99
Philippines,2018CORT04,Carl Ashley Cortes,5.03
Poland,2016KOLA02,Tymon Kolasiski,3.66
Poland,2022MARC05,Radosaw Marcinek,3.96
Poland,2022SZUB01,Oliwier Szubert,4.15
Poland,2021ZAJD03,Teodor Zajder,4.17
Poland,2017PABI01,Magdalena Pabisz,4.24
Poland,2018KUZM02,Olaf Kumiski,4.37
Poland,2018OPAC01,Kajetan Opach,4.5
Poland,2020REJD01,Gabriel Rejdych,4.58
Poland,2010KIPA01,Jakub Kipa,4.59
Poland,2018MUSI03,Szymon Musia,4.69
Portugal,2022MACH15,Afonso Cludio Machado,5.51
Portugal,2023MORA20,Tiago Morais,5.84
Portugal,2015CARA03,Afonso Carapeto,6.11
Portugal,2018AZEV03,Pedro Azevedo,6.53
Portugal,2023FERN28,Gabriel Dias Barahona Fernandes,6.66
Portugal,2023CIDM01,Marta Fernandes Cid,7.01
Portugal,2018OLIV07,Tiago Oliveira,7.13
Portugal,2023FREI01,Toms Freire,7.21
Portugal,2023FONT04,Fausto Claro da Fonte,7.3
Portugal,2023MART52,Joo Dinis Santos Martins,7.46
Qatar,2022AWAK01,Karim Awa,20.09
Qatar,2023ALAN06,Mashael Al-Ansari,24.62
Qatar,2024ALSA08,Mohamed Al-Sada,26.43
Qatar,2023ALAN05,Ali Al-Ansari,45.45
Romania,2021CHEL01,Ianis Costin Chele,4.07
Romania,2019STEL01,Serban Stelian,4.28
Romania,2022RADU01,Andrei-Traian Rdu,4.75
Romania,2023DINE06,George Dinescu,4.77
Romania,2016ULKU01,Haluk Ulkusal,5.14
Romania,2018BERE01,Jnos Bereczki,5.43
Romania,2013FRON01,Martin Fronescu,5.64
Romania,2018STOI03,Mihail Stoicescu,5.86
Romania,2017STRO02,Matei Alexandru Stroescu,5.95
Romania,2023STAN09,Radu Mihai Stan,6.05
Russia,2019TARA09,Timofei Tarasenko,3.72
Russia,2017TSVE02,Alexey Tsvetkov,3.95
Russia,2015CHEA01,Andrey Che,4.34
Russia,2017BASH04,Alexander Bashutkin,4.78
Russia,2018TURE01,Anatolii Turenko,5.38
Russia,2011DOBR01,Dmitry Dobrjakov,5.52
Russia,2009RYAB01,Sergey Ryabko,5.72
Russia,2021ANIK01,Alexander Anikin,5.76
Russia,2016GUND05,Dmitry Gundin,5.81
Russia,2021TOKA01,Mikhail Tokarev,5.93
Rwanda,2023HABO01,Imanzi Habonimana,12.32
Rwanda,2024HABO01,Imena Habonimana,19
Saint Kitts and Nevis,2018JACO10,Lucas Jacobs,12.3
Saint Kitts and Nevis,2024DARY03,Kian Daryani,15.48
Saint Kitts and Nevis,2024DARY02,Ayan Daryani,24.84
Saint Kitts and Nevis,2022ROEB02,Connor Roebuck,60.2
Saint Lucia,2024EVAN02,Shervy Evans,15.88
Saint Lucia,2024CHIG01,Sule Chigoji,40.69
Samoa,2015TAFU01,Oliver Tafunai,27.05
Samoa,2023MULI01,Alosina Mulipola,33.59
San Marino,2024SELV01,Leonardo Selva,23.22
Saudi Arabia,2023ALAS01,Hussain Alasiri,7.73
Saudi Arabia,2023ALKH01,Zaynab Alkhalifa,9.47
Saudi Arabia,2024ALHA03,Khaled Al-Hathlool,9.49
Saudi Arabia,2023ALME15,Malek Almendeel,9.58
Saudi Arabia,2023ALRA01,Ali Zakaria Alramadan,9.66
Saudi Arabia,2017ALDR01,Nawaf Aldrees,9.83
Saudi Arabia,2018GHAZ01,Ali Mohammed Ghazzawi,11.51
Saudi Arabia,2019ABUA02,Mohammed A. Abualsaud,11.9
Saudi Arabia,2019MUBA02,Muhammad Mubarak,12.25
Saudi Arabia,2017BUKH01,Hussain Bukhamsin,12.35
Senegal,2023DIAL01,Amy-Coll Diallo,27.11
Senegal,2014NIAN01,Pape Amady Niang,33.04
Serbia,2017MARC22,Matej Marok,5.57
Serbia,2018SEBE01,Stefan ebez,5.91
Serbia,2016RADO01,Aleksa Radovanovi,6.54
Serbia,2022SILJ01,Aleksandar D. Siljanoski,7.19
Serbia,2021CUMI01,Bogdan umi,7.27
Serbia,2019LUKI03,Luka Luki,7.3
Serbia,2016VUKO01,ore Vukovi,7.32
Serbia,2023ZIDA01,Liam Zidar,7.4
Serbia,2018LJUB01,Jakov Ljubicic,7.42
Serbia,2023STAM04,Mihajlo Stamenovi,7.42
Singapore,2019ZHEN04,Deng Zhengping,4.85
Singapore,2022KAOE01,Emmanuel Kao,4.97
Singapore,2018TENG01,Ng Yong Teng,5.14
Singapore,2022JIED01,Darius Soh Zi Jie,5.23
Singapore,2016YONG02,Tristan Chua Yong,5.32
Singapore,2022SUSA02,Jovan Susanto,5.33
Singapore,2019PEHI01,Isaac Peh,5.68
Singapore,2015MANI01,Isaac Wong Chang Man,5.72
Singapore,2022HAOH02,Hoo Jun Hao,5.78
Singapore,2022YIGA01,Gabriel Neo Jun Yi,5.79
Slovakia,2020FRAT02,Adam Frtrik,5.11
Slovakia,2015MAJE01,Marek Majerik,5.3
Slovakia,2016KUGL01,Oliver Kugler,5.53
Slovakia,2016ZATR01,Tom Zatroch,5.59
Slovakia,2019BORO03,imon Borovsk,5.61
Slovakia,2016DROB01,Jakub Drobn,5.83
Slovakia,2016SIMK01,Samuel Simko,5.96
Slovakia,2023PAST01,Alexander Pastirk,6.17
Slovakia,2019BRES02,Adam Brestovansk,6.26
Slovakia,2023CHOV02,Matej Chovanec,6.75
Slovenia,2022BERC01,Taiyo Beri,4.95
Slovenia,2014ZUPA01,Sta Zupanc,5.84
Slovenia,2023VIDI02,Oskar Vidiek,5.93
Slovenia,2016RUCI01,Marcel Ruigaj,6.18
Slovenia,2018KITA03,Jakob Kitak,6.34
Slovenia,2010GREG01,Jure Gregorc,6.48
Slovenia,2022PEZZ01,Anton Kokalj Pezzano,6.64
Slovenia,2015CURM01,Nejc Ian urman,6.88
Slovenia,2010OMUL02,Matic Omulec,7.13
Slovenia,2023MARS06,Simon Mars,7.44
Somalia,2019JAMA04,Mubarak Ali Jama,56.7
South Africa,2018RUSH01,Daniel Rush,4.86
South Africa,2021SWAR01,Christian Swartz,5.13
South Africa,2022SCHE05,Isaac Scheepers,5.91
South Africa,2024JACO02,Juandr Jacobs,6.03
South Africa,2016HARI06,Shivaan Harichander,6.08
South Africa,2019HOOS01,Waseem Hoosain,6.13
South Africa,2023WALT02,Luan van der Walt,6.28
South Africa,2015GROB02,Ruben Grobler,6.31
South Africa,2022WYKJ02,Joshua Van Wyk,6.9
South Africa,2023ALON03,Jahziel Dominic Alonzo,6.94
Spain,2017KRAS05,Lorenzo Escobar Kraskouskaya,4.67
Spain,2015GONZ08,Biel Salmons Gonzalez,4.99
Spain,2015ANTO04,Manuel Prieto de Antn,5.18
Spain,2010GARC02,Carlos Mndez Garca-Barroso,5.22
Spain,2020NUNE01,Arin Martn Nez,5.5
Spain,2011SANC02,Dario Roa Snchez,5.52
Spain,2022GONZ04,Carlos Cascos Gonzlez,5.53
Spain,2022RUIZ02,Marisa Revaliente Ruiz,5.57
Spain,2016GARC52,Jaime Botello Garca,5.57
Spain,2016MATE04,Arnau Tous Mateu,5.69
Sri Lanka,2019KUMA59,Sujan Irosha Kumarapperuma,6.79
Sri Lanka,2022NIYA01,Nabhan Niyaz,7.59
Sri Lanka,2021KORA01,Ryan Koralalage,7.64
Sri Lanka,2022PERE07,Banura Perera,7.79
Sri Lanka,2022SAMA06,Theviru Vihansith Samaraweera,8.02
Sri Lanka,2023ALAH01,Sehas Vinuraka Alahakoon,8.09
Sri Lanka,2023SANU01,Sithupa Sanudaya,8.4
Sri Lanka,2022KEPP01,Samath Keppitiyagama,8.61
Sri Lanka,2022KALA04,Manija Kalansooriya,8.64
Sri Lanka,2023LIYA01,Pinindu Liyanage,8.82
Sudan,2024MOHA07,Mohamed Kamal Siddig Mohamed,12.34
Sudan,2019AHME02,Abdulrahman Ahmed,14.04
Sudan,2024SAMI02,Samir Ahmed Samir,14.98
Sudan,2018JAMA04,Zainab Abo Jamal,15.34
Sudan,2024SAAD03,Hamdan Mohamed Hamdan Saad,19.28
Sudan,2019TARI01,Yousuf Tarig,23.81
Sudan,2015HYDO01,Abdelbagi Hydoub,25.46
Sudan,2025OSMA01,Mohamed Osman,30.03
Sudan,2019MUSA03,Mishkat Eltegani Musa,248.66
Sudan,2019ELWA01,Ahmed Ali Suliman Elwakeel,250.91
Suriname,2016LIUC01,Carmen Liu,9.49
Suriname,2016YANA01,Ada Yan,28.97
Suriname,2016LEEG03,Gabrielle Lee,31.85
Suriname,2016NAMS01,Stanley Cheng Yat Nam,167.47
Sweden,2016THOR08,Elvin Thorsen,4.58
Sweden,2022IVAR01,Ludwig Ivarsson,4.6
Sweden,2022SCHE13,Emanuel Schelin,4.84
Sweden,2022ALPS01,Emil Alpsten,5.07
Sweden,2022SJOG01,Leo Sjgren,5.1
Sweden,2016JENS09,William Jensen,5.12
Sweden,2013WALL03,Daniel Wallin,5.15
Sweden,2021EDEN01,Pep Edn,5.31
Sweden,2023LIND07,Frank Lindblom,5.35
Sweden,2015GUNN01,Jakob Gunnarsson,5.41
Switzerland,2022ROBI05,Eden Robinson-Rechavi,4.56
Switzerland,2015DELA05,Richard Delacoste,4.63
Switzerland,2016ROLZ01,Alwin Rlz,4.86
Switzerland,2018BURG15,Julian Brgi,5.27
Switzerland,2021MERU01,Dhruva Sai Meruva,5.55
Switzerland,2012BUBE01,Reto Bubendorf,5.58
Switzerland,2016HOUG01,Levin Houghton,5.87
Switzerland,2021VENZ01,Silvan Venzin,6.04
Switzerland,2019GUNT04,Timo Gnthardt,6.18
Switzerland,2016ZHAJ08,Jingqi Zhang,6.29
Syria,2022ALCH01,Ali Ahmad Alchurbaji,6.88
Syria,2023RIHA01,Taym Rihawi,7.64
Syria,2022ELME01,Adam Massah,8.71
Syria,2022ANTA02,Mohamed Yahia Antakli,9.83
Syria,2024SARH01,Omar Sarhan,10.05
Syria,2022KASM01,Adam Kasmi,10.87
Syria,2022HUSS05,Ghaith Hussein,11.04
Syria,2022HAJO01,Omar Hajo,11.52
Syria,2024WALE02,Karzoun Waleed,11.97
Syria,2016DUKH01,Mansour Dukhan,12.28
Taiwan,2015WANG09,Kai-Wen Wang,4.15
Taiwan,2022KANG06,Hao-Jyun Kang,4.43
Taiwan,2012HUAN12,Ping-Yueh Huang,4.68
Taiwan,2015WANG46,Shih-Hao Wang,5.06
Taiwan,2016HSIE02,Derek Hsieh,5.31
Taiwan,2010WUIF01,Yi-Fan Wu,5.45
Taiwan,2019ZENG10,Wei-Ming Zeng,5.55
Taiwan,2020CHEN31,Kai-Lun Cheng,5.6
Taiwan,2015ZHEN20,He-Ping Zheng,5.61
Taiwan,2021CHEN64,Gilbert Chen,5.65
Tajikistan,2019RASU04,Jaloliddin Rasulov,7.71
Tajikistan,2017IBRA05,Shukrullo Ibragimov,8.4
Tajikistan,2019DZHO01,Sunatullo Dzhobirov,14.49
Tajikistan,2023AVGO01,Safiollokh Avgonov,15.23
Tajikistan,2018KAMI05,Otabek Kamilov,16.19
Tajikistan,2019YULD03,Firuz Yuldashev,16.58
Tajikistan,2018KHAS02,Khasanzhon Babadzhanov,17.78
Tajikistan,2019OLIM01,Mirzorakhim Olimzoda,18.87
Tajikistan,2018KHAM04,Ismoil Khamidov,20.09
Tajikistan,2019NAZH01,Muhammad Nazhmudinov,21.86
Tanzania,2025MOHA03,Mohammed Mehdi Hussein Murtaza Mohamedali,15.46
Tanzania,2020ABBA02,Muhammad Zaheer Abbas,34.73
Tanzania,2024OSMA04,Rehan Osman,40.47
Tanzania,2017WALL06,Agnes Ringia Wallin,120.65
Thailand,2011MAHT02,Natthaphat Mahtani,4.02
Thailand,2015PHUE01,Thada Phuenghua,4.73
Thailand,2018PARI07,Parist Pariyakanok,5.3
Thailand,2023SIRI02,Narinpat Sirivanich,5.46
Thailand,2023CHAT11,Phudist Chatameteekul,5.49
Thailand,2009CHAR03,Nipat Charoenpholphant,5.51
Thailand,2009KONV01,Asia Konvittayayotin,5.58
Thailand,2023TANG15,Enoch Tangprasittipol,5.63
Thailand,2023SRIP04,Phuwish Sripattrapan,5.7
Thailand,2023SUWA02,Narawit Suwansin,5.84
Togo,2018LACL01,Christian Lacle,9.03
Tonga,2022FOSI01,Lokani Fosita,18.83
Tonga,2025TAUN01,Sunia Taunga,32.41
Tonga,2024LEFA01,Malachy Lefai,66.41
Trinidad and Tobago,2022SIRJ01,Zeke Sirju,8.72
Trinidad and Tobago,2023HINK02,Jonah Hinkson,10.94
Trinidad and Tobago,2025WILS03,Kristin Wilson,12.61
Trinidad and Tobago,2023YEKE01,Keston Michael Ye,14.98
Trinidad and Tobago,2025SUTH01,Shalen Sutherland,17.31
Trinidad and Tobago,2022RICH24,Yann-Antuan Richardson,18.47
Trinidad and Tobago,2024PETE01,Aadam Peterson,20.25
Trinidad and Tobago,2024INKI01,Matthew Inkim,24.39
Trinidad and Tobago,2022POON01,Ronald Louis Poon-Affat,25.35
Trinidad and Tobago,2024ACKI01,Z Ackin,30.73
Tunisia,2015BOUG02,Emna Boughizane,7.29
Tunisia,2015BOUS02,Moez Boussarsar,7.29
Tunisia,2016KALL01,Hassen Kallala,7.32
Tunisia,2016KALL02,Youssef Kallala,9.11
Tunisia,2015CHOU03,Amine Chouchane,9.2
Tunisia,2022AZZO01,Abdeljelil Ben Azzouz,9.51
Tunisia,2024MSAK01,Elyes Msakni,11.24
Tunisia,2018MAKN01,Selim Makni,11.36
Tunisia,2016CHAO02,Achraf Chaouch,11.85
Tunisia,2022HAMM13,Ferielle Hammami,12.11
Turkey,2018ABLA01,Ahmet nar Ablak,4.79
Turkey,2024OZKA02,Ahmet hsan zkan,5.56
Turkey,2013GZEL01,Ahmet Gzel,5.71
Turkey,2018HOMS01,Samir Homsi,6.16
Turkey,2018KANT01,Tolga Kaan Kantarc,6.39
Turkey,2022GUNA05,Mehmet Efe Gnay,6.4
Turkey,2014SADN01,Mert Sadn,6.52
Turkey,2013CETI01,mer etinkaya,6.6
Turkey,2018YILM06,Utku Ylmaz,6.64
Turkey,2020KOSE01,Akn Kse,6.65
Turkmenistan,2024SAHE01,Samat Sahetmyradov,9.03
Turkmenistan,2019HAID04,David Haidarov,18.36
Turkmenistan,2019PEKA02,Pavel Pekarskiy,22.82
Turkmenistan,2019LUKY01,Artem Lukyanov,25.9
Turkmenistan,2025NAZA04,Aygul Nazarova,46.95
Uganda,2025AGAB01,Shaun Adriel Agaba,10.82
Uganda,2023TTYA01,Ethan Tyaba Kigundu,11.3
Uganda,2025MUGI01,Jeremiah Okas Mugisa,12.19
Uganda,2025RAWA02,Sheese Rawat,13.37
Uganda,2025HAZA01,Muhammad Hazari,13.84
Uganda,2025MUHI01,Joshua Muhindi,14.09
Uganda,2025DABU01,Rayyan Mukasa Dabule,14.42
Uganda,2025SHIL01,Tandeka Shiloh,14.85
Uganda,2025MUKA01,Aiden Mukama,14.97
Uganda,2025NOWA04,Ethan Joshua Ariho Nowamani,16.79
Ukraine,2014HOLU01,Lev Golub,4.77
Ukraine,2017SUKH02,Ihor Sukhovatenko,4.92
Ukraine,2016HNID02,Yurii Hnidko,5.04
Ukraine,2014TYTA02,Mykyta Tytar,5.34
Ukraine,2023LJUB01,Michael Liubarets,5.36
Ukraine,2018BOND03,Pavlo Bondar,5.39
Ukraine,2016TARA04,Igor Tarasov,5.41
Ukraine,2016HRYN02,Vladyslav Hryniuk,5.59
Ukraine,2022DIAC01,Klyment Diachun,5.68
Ukraine,2018VASY01,Andrii Vasyliev,5.83
United Arab Emirates,2022ABDA02,Nasir Ali Mohammed Dawood Abdalla,7.64
United Arab Emirates,2017ALSU01,Khalid Alsuwaidi,10.29
United Arab Emirates,2017ALGA01,Mohammad Algargawi,10.78
United Arab Emirates,2018ALSU01,Mohamed Rashid Alsuwaidi,12.28
United Arab Emirates,2024ALQA05,Shaikha Alia AlQassimi,12.9
United Arab Emirates,2022ALSH04,Ali Alshamsi,13.98
United Arab Emirates,2023ALBL01,Omar Khaled Alblooshi,14.28
United Arab Emirates,2018HAMM01,Abdulla Ibrahim Abdulla Al Hammadi,14.95
United Arab Emirates,2022HUMA02,Eisa Humaid,16.24
United Arab Emirates,2025ALQA01,Shaikha Aisha Alqasimi,18.81
United Kingdom,2018GRAI01,Aidan Grainger,3.69
United Kingdom,2020BROW01,Jake Brown,3.91
United Kingdom,2014MILL04,Chris Mills,4.59
United Kingdom,2018ALON07,James Alonso,4.6
United Kingdom,2013SAVA01,Harry Savage,4.73
United Kingdom,2017CHAM09,Cham J. Chambers,4.74
United Kingdom,2022DUNN03,Caleb Wolf Dunn,4.9
United Kingdom,2015SCHO05,George Scholey,4.91
United Kingdom,2023FANG02,Alan Fang,5.12
United Kingdom,2014JAYE01,Eli Jay,5.16
Uruguay,2015PINT04,Irene Pinto,6
Uruguay,2016BURO02,Rodrigo Burone,6.03
Uruguay,2015DIAN02,Agustn Diano,6.42
Uruguay,2014LEZA02,Bruno Lezama,6.44
Uruguay,2019GALV10,Vctor Glvez,6.72
Uruguay,2019MALV01,Manuel Malvrez,6.8
Uruguay,2022DUAR02,Santiago Agustn Gomez Duarte,6.89
Uruguay,2016AROC02,Octavio Arocena,7.61
Uruguay,2016HAMB02,Brian Hambeck,7.74
Uruguay,2011CAMP01,Agustin do Campo,7.75
USA,2012PARK03,Max Park,3.13
USA,2016PILA03,Ryan Pilat,3.34
USA,2017GARR05,Luke Garrett,3.44
USA,2017HUYN05,Aaron Huynh,3.46
USA,2016INAB01,Matty Hiroto Inaba,3.59
USA,2022CHEN37,Caleb Chen,3.71
USA,2017KIMM01,Asher Kim-Magierek,3.89
USA,2017SIAU02,Max Siauw,4.03
USA,2019YAOJ01,Jerry Yao,4.03
USA,2018WIDJ01,Carson Widjaja,4.05
Uzbekistan,2022ZAFA01,Umidjon Zafarov,5.72
Uzbekistan,2022ABDU05,Muhammadyusuf Abdumalikov,6.2
Uzbekistan,2018ABDU12,Anvar Abdullaev,6.62
Uzbekistan,2021TOLI01,Shokhrukh Tolipov,6.77
Uzbekistan,2022ABDU07,Sohiba Abdumalikova,7.05
Uzbekistan,2022BOYM01,Abdurauf Boymuminov,7.49
Uzbekistan,2017NASI01,Sherkhan-Mukhammad Nasirov,7.53
Uzbekistan,2018TAKH01,Davron Takhirov,7.75
Uzbekistan,2018BAKH01,Nosirbek Bakhtiyarov,7.79
Uzbekistan,2023ASAT01,Ayub Asatullaev,8.05
Venezuela,2018RODR43,Louis Rodriguez,5.84
Venezuela,2015TORR12,Bernardo Torres,5.89
Venezuela,2014SANC19,Rafael Antonio Sanchez,6.03
Venezuela,2020GARC07,Jose Alberto Fuenmayor Garcia,6.53
Venezuela,2024PENA21,Lenidas Pea,6.63
Venezuela,2016MERC09,Ricardo Alexander Bustamante Mercado,6.93
Venezuela,2021PARR01,Miguelangel Isaac Ratia Parra,7.04
Venezuela,2023GOME14,Leandro Paredes,7.12
Venezuela,2022RUIZ03,Felipe Santamara Ruiz,7.18
Venezuela,2024SALA13,Victor Salas,7.21
Vietnam,2022KHOA09,Phm ng Khoa,4.72
Vietnam,2022NAMT03,Trn Hong Bo Nam,4.74
Vietnam,2022PHUC01,inh Hu Phc,4.88
Vietnam,2022PHUN01,Nguyn Hong Thin Ph,4.88
Vietnam,2018PHUO05,Phm c Phc,4.94
Vietnam,2019HUNG16, Quang Hng,5.07
Vietnam,2018TIEN05,Hong H Thy Tin,5.21
Vietnam,2016CONG01,Nguyn Tun Cng,5.34
Vietnam,2022KHAN29,Nguyn Vn Khnh,5.34
Vietnam,2016PHAM06,Tu Pham,5.38
Yemen,2024ALBA04,Mohammed Badr Albaram,11.11
Yemen,2024ALSH05,Abdullah Hassan Abdulrahman Alshaoor,14.06
Yemen,2023ELAM01,Aymen Elamir,17.55
Yemen,2023SAIF02,Abdulrahman Saif,17.71
Yemen,2023NAJI01,Husam Fatehi Ahmed Naji,18.32
Yemen,2022ABDU12,Mohammed Ameen Abdulrahman,20.41
Yemen,2022OTHM01,Sam Othman,32.62
Yemen,2022ALKE01,Ibrahim Alkebsi,33.21
Yemen,2024MADH01,Hasan Muneer Ba Madhag,46.02
Yemen,2022ALHA06,Sohaib Ibrahim Alghaili Alhashimi,87.54
Zambia,2022MATE05,Temba Mateke,17.12
Zambia,2025SIKW01,Mwikisa Sikwibele,52.18
Zambia,2014TAIL01,Ketan Tailor,74.34
Zimbabwe,2022KWAS02,Juniour Kwashira,7.63
Zimbabwe,2018MAKU02,Joshua T. Makuwa,9.84
Zimbabwe,2023NYON01,Aubrey Nyoni,10.09
Zimbabwe,2019SHAW04,Damian Peter Shaw,10.69
Zimbabwe,2025SMIT35,Faith Smith,11.14
Zimbabwe,2024MSAK02,Norman Msaka,12.59
Zimbabwe,2023CHAD08,Ngaatendwe Chadambuka,13.15
Zimbabwe,2023MAKW04,Munashe Michael Makwiramiti,16.52
Zimbabwe,2022CHIK02,Christwish Chikochi,22.84
Zimbabwe,2023MARE01,Tinotenda Marega,26.49
